GEO.id,Id
GEO.id2,Id2
GEO.display-label,Geography
HC03_EST_VC23,With a computer  - Percent  Broadband Internet Subscription; Estimate; EDUCATIONAL ATTAINMENT - Household population 25 years and over - Bachelor's degree or higher
HC03_MOE_VC23,With a computer  - Percent  Broadband Internet Subscription; Margin of Error; EDUCATIONAL ATTAINMENT - Household population 25 years and over - Bachelor's degree or higher
HC04_EST_VC23,With a computer  - Without an Internet Subscription; Estimate; EDUCATIONAL ATTAINMENT - Household population 25 years and over - Bachelor's degree or higher
HC04_MOE_VC23,With a computer  - Without an Internet Subscription; Margin of Error; EDUCATIONAL ATTAINMENT - Household population 25 years and over - Bachelor's degree or higher
HC05_EST_VC23,With a computer  - Percent without an Internet Subscription; Estimate; EDUCATIONAL ATTAINMENT - Household population 25 years and over - Bachelor's degree or higher
HC05_MOE_VC23,With a computer  - Percent without an Internet Subscription; Margin of Error; EDUCATIONAL ATTAINMENT - Household population 25 years and over - Bachelor's degree or higher
HC06_EST_VC23,No computer in household; Estimate; EDUCATIONAL ATTAINMENT - Household population 25 years and over - Bachelor's degree or higher
HC06_MOE_VC23,No computer in household; Margin of Error; EDUCATIONAL ATTAINMENT - Household population 25 years and over - Bachelor's degree or higher
HC07_EST_VC23,Percent no computer in household; Estimate; EDUCATIONAL ATTAINMENT - Household population 25 years and over - Bachelor's degree or higher
HC07_MOE_VC23,Percent no computer in household; Margin of Error; EDUCATIONAL ATTAINMENT - Household population 25 years and over - Bachelor's degree or higher
HC01_EST_VC26,Total; Estimate; EMPLOYMENT STATUS - Civilian population 16 years and over
HC01_MOE_VC26,Total; Margin of Error; EMPLOYMENT STATUS - Civilian population 16 years and over
HC02_EST_VC26,With a computer  - Broadband Internet Subscription; Estimate; EMPLOYMENT STATUS - Civilian population 16 years and over
HC02_MOE_VC26,With a computer  - Broadband Internet Subscription; Margin of Error; EMPLOYMENT STATUS - Civilian population 16 years and over
HC03_EST_VC26,With a computer  - Percent  Broadband Internet Subscription; Estimate; EMPLOYMENT STATUS - Civilian population 16 years and over
HC03_MOE_VC26,With a computer  - Percent  Broadband Internet Subscription; Margin of Error; EMPLOYMENT STATUS - Civilian population 16 years and over
HC04_EST_VC26,With a computer  - Without an Internet Subscription; Estimate; EMPLOYMENT STATUS - Civilian population 16 years and over
HC04_MOE_VC26,With a computer  - Without an Internet Subscription; Margin of Error; EMPLOYMENT STATUS - Civilian population 16 years and over
HC05_EST_VC26,With a computer  - Percent without an Internet Subscription; Estimate; EMPLOYMENT STATUS - Civilian population 16 years and over
HC05_MOE_VC26,With a computer  - Percent without an Internet Subscription; Margin of Error; EMPLOYMENT STATUS - Civilian population 16 years and over
HC06_EST_VC26,No computer in household; Estimate; EMPLOYMENT STATUS - Civilian population 16 years and over
HC06_MOE_VC26,No computer in household; Margin of Error; EMPLOYMENT STATUS - Civilian population 16 years and over
HC07_EST_VC26,Percent no computer in household; Estimate; EMPLOYMENT STATUS - Civilian population 16 years and over
HC07_MOE_VC26,Percent no computer in household; Margin of Error; EMPLOYMENT STATUS - Civilian population 16 years and over
HC01_EST_VC27,Total; Estimate; EMPLOYMENT STATUS - Civilian population 16 years and over - In labor force
HC01_MOE_VC27,Total; Margin of Error; EMPLOYMENT STATUS - Civilian population 16 years and over - In labor force
HC02_EST_VC27,With a computer  - Broadband Internet Subscription; Estimate; EMPLOYMENT STATUS - Civilian population 16 years and over - In labor force
HC02_MOE_VC27,With a computer  - Broadband Internet Subscription; Margin of Error; EMPLOYMENT STATUS - Civilian population 16 years and over - In labor force
HC03_EST_VC27,With a computer  - Percent  Broadband Internet Subscription; Estimate; EMPLOYMENT STATUS - Civilian population 16 years and over - In labor force
HC03_MOE_VC27,With a computer  - Percent  Broadband Internet Subscription; Margin of Error; EMPLOYMENT STATUS - Civilian population 16 years and over - In labor force
HC04_EST_VC27,With a computer  - Without an Internet Subscription; Estimate; EMPLOYMENT STATUS - Civilian population 16 years and over - In labor force
HC04_MOE_VC27,With a computer  - Without an Internet Subscription; Margin of Error; EMPLOYMENT STATUS - Civilian population 16 years and over - In labor force
HC05_EST_VC27,With a computer  - Percent without an Internet Subscription; Estimate; EMPLOYMENT STATUS - Civilian population 16 years and over - In labor force
HC05_MOE_VC27,With a computer  - Percent without an Internet Subscription; Margin of Error; EMPLOYMENT STATUS - Civilian population 16 years and over - In labor force
HC06_EST_VC27,No computer in household; Estimate; EMPLOYMENT STATUS - Civilian population 16 years and over - In labor force
HC06_MOE_VC27,No computer in household; Margin of Error; EMPLOYMENT STATUS - Civilian population 16 years and over - In labor force
HC07_EST_VC27,Percent no computer in household; Estimate; EMPLOYMENT STATUS - Civilian population 16 years and over - In labor force
HC07_MOE_VC27,Percent no computer in household; Margin of Error; EMPLOYMENT STATUS - Civilian population 16 years and over - In labor force
HC01_EST_VC28,Total; Estimate; EMPLOYMENT STATUS - Civilian population 16 years and over - In labor force - Employed
HC01_MOE_VC28,Total; Margin of Error; EMPLOYMENT STATUS - Civilian population 16 years and over - In labor force - Employed
HC02_EST_VC28,With a computer  - Broadband Internet Subscription; Estimate; EMPLOYMENT STATUS - Civilian population 16 years and over - In labor force - Employed
HC02_MOE_VC28,With a computer  - Broadband Internet Subscription; Margin of Error; EMPLOYMENT STATUS - Civilian population 16 years and over - In labor force - Employed
HC03_EST_VC28,With a computer  - Percent  Broadband Internet Subscription; Estimate; EMPLOYMENT STATUS - Civilian population 16 years and over - In labor force - Employed
HC03_MOE_VC28,With a computer  - Percent  Broadband Internet Subscription; Margin of Error; EMPLOYMENT STATUS - Civilian population 16 years and over - In labor force - Employed
HC04_EST_VC28,With a computer  - Without an Internet Subscription; Estimate; EMPLOYMENT STATUS - Civilian population 16 years and over - In labor force - Employed
HC04_MOE_VC28,With a computer  - Without an Internet Subscription; Margin of Error; EMPLOYMENT STATUS - Civilian population 16 years and over - In labor force - Employed
HC05_EST_VC28,With a computer  - Percent without an Internet Subscription; Estimate; EMPLOYMENT STATUS - Civilian population 16 years and over - In labor force - Employed
HC05_MOE_VC28,With a computer  - Percent without an Internet Subscription; Margin of Error; EMPLOYMENT STATUS - Civilian population 16 years and over - In labor force - Employed
HC06_EST_VC28,No computer in household; Estimate; EMPLOYMENT STATUS - Civilian population 16 years and over - In labor force - Employed
HC06_MOE_VC28,No computer in household; Margin of Error; EMPLOYMENT STATUS - Civilian population 16 years and over - In labor force - Employed
HC07_EST_VC28,Percent no computer in household; Estimate; EMPLOYMENT STATUS - Civilian population 16 years and over - In labor force - Employed
HC07_MOE_VC28,Percent no computer in household; Margin of Error; EMPLOYMENT STATUS - Civilian population 16 years and over - In labor force - Employed
HC01_EST_VC29,Total; Estimate; EMPLOYMENT STATUS - Civilian population 16 years and over - In labor force - Unemployed
HC01_MOE_VC29,Total; Margin of Error; EMPLOYMENT STATUS - Civilian population 16 years and over - In labor force - Unemployed
HC02_EST_VC29,With a computer  - Broadband Internet Subscription; Estimate; EMPLOYMENT STATUS - Civilian population 16 years and over - In labor force - Unemployed
HC02_MOE_VC29,With a computer  - Broadband Internet Subscription; Margin of Error; EMPLOYMENT STATUS - Civilian population 16 years and over - In labor force - Unemployed
HC03_EST_VC29,With a computer  - Percent  Broadband Internet Subscription; Estimate; EMPLOYMENT STATUS - Civilian population 16 years and over - In labor force - Unemployed
HC03_MOE_VC29,With a computer  - Percent  Broadband Internet Subscription; Margin of Error; EMPLOYMENT STATUS - Civilian population 16 years and over - In labor force - Unemployed
HC04_EST_VC29,With a computer  - Without an Internet Subscription; Estimate; EMPLOYMENT STATUS - Civilian population 16 years and over - In labor force - Unemployed
HC04_MOE_VC29,With a computer  - Without an Internet Subscription; Margin of Error; EMPLOYMENT STATUS - Civilian population 16 years and over - In labor force - Unemployed
HC05_EST_VC29,With a computer  - Percent without an Internet Subscription; Estimate; EMPLOYMENT STATUS - Civilian population 16 years and over - In labor force - Unemployed
HC05_MOE_VC29,With a computer  - Percent without an Internet Subscription; Margin of Error; EMPLOYMENT STATUS - Civilian population 16 years and over - In labor force - Unemployed
HC06_EST_VC29,No computer in household; Estimate; EMPLOYMENT STATUS - Civilian population 16 years and over - In labor force - Unemployed
HC06_MOE_VC29,No computer in household; Margin of Error; EMPLOYMENT STATUS - Civilian population 16 years and over - In labor force - Unemployed
HC07_EST_VC29,Percent no computer in household; Estimate; EMPLOYMENT STATUS - Civilian population 16 years and over - In labor force - Unemployed
HC07_MOE_VC29,Percent no computer in household; Margin of Error; EMPLOYMENT STATUS - Civilian population 16 years and over - In labor force - Unemployed
HC01_EST_VC30,Total; Estimate; EMPLOYMENT STATUS - Civilian population 16 years and over - Not in labor force
HC01_MOE_VC30,Total; Margin of Error; EMPLOYMENT STATUS - Civilian population 16 years and over - Not in labor force
HC02_EST_VC30,With a computer  - Broadband Internet Subscription; Estimate; EMPLOYMENT STATUS - Civilian population 16 years and over - Not in labor force
HC02_MOE_VC30,With a computer  - Broadband Internet Subscription; Margin of Error; EMPLOYMENT STATUS - Civilian population 16 years and over - Not in labor force
HC03_EST_VC30,With a computer  - Percent  Broadband Internet Subscription; Estimate; EMPLOYMENT STATUS - Civilian population 16 years and over - Not in labor force
HC03_MOE_VC30,With a computer  - Percent  Broadband Internet Subscription; Margin of Error; EMPLOYMENT STATUS - Civilian population 16 years and over - Not in labor force
HC04_EST_VC30,With a computer  - Without an Internet Subscription; Estimate; EMPLOYMENT STATUS - Civilian population 16 years and over - Not in labor force
HC04_MOE_VC30,With a computer  - Without an Internet Subscription; Margin of Error; EMPLOYMENT STATUS - Civilian population 16 years and over - Not in labor force
HC05_EST_VC30,With a computer  - Percent without an Internet Subscription; Estimate; EMPLOYMENT STATUS - Civilian population 16 years and over - Not in labor force
HC05_MOE_VC30,With a computer  - Percent without an Internet Subscription; Margin of Error; EMPLOYMENT STATUS - Civilian population 16 years and over - Not in labor force
HC06_EST_VC30,No computer in household; Estimate; EMPLOYMENT STATUS - Civilian population 16 years and over - Not in labor force
HC06_MOE_VC30,No computer in household; Margin of Error; EMPLOYMENT STATUS - Civilian population 16 years and over - Not in labor force
HC07_EST_VC30,Percent no computer in household; Estimate; EMPLOYMENT STATUS - Civilian population 16 years and over - Not in labor force
HC07_MOE_VC30,Percent no computer in household; Margin of Error; EMPLOYMENT STATUS - Civilian population 16 years and over - Not in labor force
